Date,Event Description,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,Looting/Theft/Robbery/Burglary of Health Supplies,Access Denied or Obstructed,Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Latitude,Longitude,Geo Precision
2023-12-21T00:00:00.000Z,"21 December 2023: A besieged ambulance centre was stormed by Israelli forces who arrested at least 14 team members and paramedics, taking them to an unknown location. Women were trapped alone inside the centre. The following day, some staff and paramedics were released after being beaten. Eight staff members remained in custody. The wireless communication system in the centre was also destroyed during the raid. On 19th January, one volunteer was released. Five others still remain in custody.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,1,0,0,0,14,"Freed, NoInformation, StillInCaptivity",0,0,0,31.5343597899,34.4961301925,(2) 25 km Precision 
2023-12-21T00:00:00.000Z,"21 December 2023: In Jabalia Refugee Camp, a female nurse working at a NGO besieged hospital was shot by Israeli snipers. The hospital continues to be besieged after 17 days.",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-21T00:00:00.000Z,"21 December 2023: In Jabalia Refugee Camp, the General-Director of the Ministry of Health and his family were injured, and his daughter killed, when his sister's home was hit by Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,null,0,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,20 December 2023: Red Cross emergency medical services were hindered by the interruption of communication and Internet services. ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-20T00:00:00.000Z,20 December 2023: A group of people leaving a hospital were reportedly hit by Israeli artillery shelling.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: The vicinity of a field hospital was hit by Israel airstrikes, killing and injuring an unspecified number of people. 
",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3443293000,34.3095897000,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: The only functional maternity NGO hospital in northern Gaza was expected to run out of fuel due to insecurity in that area affecting fuel deliveries. As of 21 December, the hospital was no longer admitting new patients.",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5176924866,34.4600880320,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: In Jabalia Refugee Camp, the PRCS ambulance centre was surrounded by Israeli soldiers after they took control of the camp. 127 people, including 22 injured patients being treated by staff, were inside the building. Artillery shelling was reported in the vicinity of the centre and Israeli snipers were positioned on the roofs of surrounding buildings. ",Host Government: Military,Israeli Defence Forces,Artillery,IDP/Refugee Camp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,20 December 2023: A male pharmaceutical sales representative en route to one of his clients was shot and killed by Israeli forces after turning around at the entrance of the town due to a checkpoint. ,Host Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.8512057374,35.1121767303,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,20 December 2023: PRCS staff were amongst 12 injured when Israeli airstrikes hit the vicinity of a IO hospital and their headquarters.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,2,0,0,0,0,0,0,0,0,0,1,0,0,null,0,0,0,31.3517405124,34.2981790731,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: The vicinity of a NGO hospital was hit by Israeli airstrikes, injuring an unspecified number including journalists.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.2884899745,34.2498028286,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: A hospital was hit, likely by Israeli bombing.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4200022681,34.3597412109,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: A WHO-assessment team described a hospital as a place where people â€œare waiting to dieâ€ due to a lack of food, fuel and water. As of 21 December, the hospital was no longer admitting new patients.",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-20T00:00:00.000Z,"20 December 2023: An NGO hospital are reportedly struggling to cope with no food, fuel or water. The WHO reported that there are no functioning hospitals in the north of Gaza and injured patients who need surgery and cannot be moved are â€œwaiting to dieâ€ As of 21 December, the hospital was no longer admitting new patients. ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5038940682,34.4614505791,(2) 25 km Precision 
2023-12-19T00:00:00.000Z,"19 December 2023: A head of orthopaedics was arrested by Israeli forces from a NGO hospital. On 19th April, he died after being tortured to death in an Israeli prison.",Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Killed,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-19T00:00:00.000Z,19 December 2023: An NGO hospital is reportedly out of essentials like general anaesthetic and oxygen. ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-19T00:00:00.000Z,19 December 2023: The windows of the PRCS ambulance centre were shattered when an Israeli airstrike hit a nearby building. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5282137000,34.4831674000,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,"18 December 2023: A hospital was raided and taken over by Israeli forces who cleared the hospital.The entrance gate and courtyard were hit by tank shells, while the surgery building was hit by an airstrike, killing five people including children. ",Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,1,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,"18 December 2023: A NGO hospital was stormed and taken over by Israeli forces who destroyed the main entrance and ordered everyone, including medical staff, to leave. At least two doctors were arrested. The hospital is out of service.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,1,0,0,0,0,0,1,0,0,0,2,NoInformation,0,0,0,31.5038940682,34.4614505791,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,18 December 2023: A hospital was struck for the third time by Israeli artillery shelling and gunfire. At least 26 Palestinians who were sheltering inside the hospital were killed and an unspecified number of others injured. ,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,"18 December 2023: The vicinity of a hospital was hit by shelling and live ammunition, injuring an unspecified number of emergency workers. ",Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,0,0,0,2,0,0,null,0,0,0,31.5363212588,34.4962499376,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,"18 December 2023: A hospital was hit by defective Israeli artillery shells, killing one person and injuring four others among thousands of displaced people seeking refuge inside.",Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-12-18T00:00:00.000Z,18 December 2023: A medical team was prevented from reaching a man who was shot and injured. The man was detained by the soldiers.,Host Government: Military,Israeli Defence Forces,Firearms,Open Space,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.2007128000,35.0354456000,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: 31 people were killed by Israeli snipers who fired at people inside a hospital compound.,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: A health team were fired upon by Israeli forces while reporting on the recent attacks on a hospital.,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,10,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: An Emergency Centre was raided by Israeli forces and medical crews were prevented from entering the centre. ,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.1422720000,35.2856583000,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: A PRCS volunteer was arrested by Israeli forces from an ambulance while heading to transport a medical case from the camp after obtaining coordination. ,Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,32.3177113890,35.0592180861,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: A hospital was damaged by Israeli tank artillery. A child patient was killed and an unspecified number of people injured.,Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: An injured person died after Israeli forces prevented ambulance crews from entering a refugee camp to transfer the critically injured individual with a head injury.,Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.3177113890,35.0592180861,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: A temporary PRCS and NGO medical point was attacked by Israeli forces at a refugee camp.,Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,32.3177113890,35.0592180861,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: A nurse and his baby were killed when Israeli forces shelled a residential block. ,Host Government: Military,Israeli Defence Forces,Shelling,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5128679000,34.4581358000,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,17 December 2023: Two married doctors and their five children were killed in an Israeli airstrike.,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,0,0,2,0,0,0,null,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-17T00:00:00.000Z,"17 December 2023: In Nur Shams Refugee Camp, Israeli forces arrested a 16-year-old injured person who medical emergency teams were transporting from a shelled area. The child was detained briefly before being released back to the medical teams. ",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.3177113890,35.0592180861,(2) 25 km Precision 
2023-12-17T00:00:00.000Z,"17 December 2023: 21 health workers, including six INGO staff and the director of a NGO hospital were detained by Israeli forces. They were stripped and interrogated before their release. The hospital director was taken away and his whereabouts are unclear.",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,1,0,0,0,0,0,0,0,0,0,0,21,"Freed, Missing",0,0,20,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-16T00:00:00.000Z,"16 December 2023: An unspecified number of persons, including patients and injured displaced persons,  sheltering in a hospital were killed when Israeli forces bulldozed the courtyard. Following the incident, Israeli forces withdrew from the hospital after a four-day siege.",Host Government: Military,Israeli Defence Forces,Other Weapon,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-16T00:00:00.000Z,"16 December 2023: A convent housing 54 disabled people was targeted by three Israeli rockets, destroying the generator and fuel stores and causing a fire. The facility was left uninhabitable.",Host Government: Military,Israeli Defence Forces,Rocket,Health Building,1,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-16T00:00:00.000Z,"16 December 2023: In Jabalia Camp, the director of a NGO hospital stated that medical aid had not reached the facility for the past 67 days, and that oxygen supplies and support for patients had run out. ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-15T00:00:00.000Z,"December 2023: A female trustee of an INGO was believed to be killed as she was sheltering with her family in their home. Exact circumstances and date of her death remain unclear. _x000D_
",Host Government: Military,Israeli Defence Forces,Firearms,Home,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.3443293000,34.3095897000,(2) 25 km Precision 
2023-12-15T00:00:00.000Z,15 December 2023: Israeli troops killed a health worker. ,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.4432234000,34.3600070000,(2) 25 km Precision 
2023-12-15T00:00:00.000Z,"As reported in December 2024: The Director of the Department of Surgery was arrested by Israeli forces during the storming of a hospital. He was freed after two months, during which he was tortured and stripped naked. Upon his release, he was left naked at a crossing and instructed to leave.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Freed,0,0,0,31.5351927833,34.5093655515,(2) 25 km Precision 
2023-12-15T00:00:00.000Z,15 December 2023: Ambulances were fired at as they tried to reach an injured journalist after Israeli forces targeted the latter with drone missiles.,Host Government: Military,Israeli Defence Forces,Firearms,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,2,0,0,31.3485655676,34.3036185466,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,"14 December 2023: The vicinity of a NGO hospital was hit by an Israeli airstrike, causing large amounts of damage._x000D_
",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5038940682,34.4614505791,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,"14 December 2023: A health centre was reportedly hit, with severe damage caused to the centre and the vicinity.  ",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5325720283,34.4865828753,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,14 December 2023: A 17-year-old Palestinian boy was shot and killed inside a hospital compound by Israeli forces. ,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,32.4620862094,35.2915349538,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,"14 December 2023: Ambulances carrying patients outside a hospital were stopped by Israeli forces. The paramedics and ambulance drivers were forced out of the ambulance, stripped and forced to kneel in the street. ",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,9,0,0,32.4620862094,35.2915349538,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,"14 December 2023: In Khan Younis Refugee Camp, four people were killed and ten injured when an Israeli airstrike hit their home inside the camp.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3508295000,34.2883927000,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,14 December 2023: The Ministry of Health ran out of vaccinations.,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-14T00:00:00.000Z,14 December 2023: The Red Cross completely lost contact with their operations room and teams due to the fifth telecommunication blackout.,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-14T00:00:00.000Z,14 December 2023: The pharmacy of a besieged hospital was burned and parts of the hospital were bulldozed including the laboratory and radiology departments. Hospital vehicles were crushed and staff cars destroyed. Five injured people were arrested. At least seven patients have died due to lack of medical provisions since the facility was besieged.,Host Government: Military,Israeli Defence Forces,Arson,Health Building,0,1,0,0,0,0,3,0,0,0,0,0,0,0,null,0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-14T00:00:00.000Z,"14 December 2023: A hospital was raided by Israeli forces. All patients and companions were arrested, and forced to remove their clothes. Tear gas was also fired inside the hospital courtyard which entered the hospital. A number of premature babies were moved from their ward as there was a risk of them inhaling the gas. ",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.4620862094,35.2915349538,(2) 25 km Precision 
2023-12-13T00:00:00.000Z,13 December 2023: Five released detainee health workers were shot by Israeli forces while on their way back to a hospital after being kidnapped from there the previous day.,Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,0,0,5,0,0,null,0,0,0,31.5497700000,34.5024697000,(2) 25 km Precision 
2023-12-13T00:00:00.000Z,13 December 2023: An UN agency medical centre was hit by an Israeli airstrike. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5282137000,34.4831674000,(2) 25 km Precision 
2023-12-13T00:00:00.000Z,"13 December 2023: The vicinity of a hospital was repeatedly bombarded, impeding the access of dozens of casualties. ",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3467467698,34.2919238037,(2) 25 km Precision 
2023-12-13T00:00:00.000Z,13 December 2023: A surgeon was arrested by Israeli forces during a mass detainment campaign across northern Gaza. ,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-13T00:00:00.000Z,13 December 2023: A fourth year medical student was arrested by Israeli forces during a mass detainment campaign across northern Gaza. ,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,31.4432234000,34.3600070000,"(4) Province, State, Governorate "
2023-12-12T00:00:00.000Z,"12 December 2023: A patient died after PRCS teams were prevented from transporting him to hospital for half an hour by Israeli forces. 
",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.4618837000,35.2975660000,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,"12 December 2023: In Jenin camp, an ambulance was obstructed by Israeli forces from providing medical assistance to people injured during their ongoing military raid on the camp. A paramedic said that Israeli soldiers were preventing them from evacuating wounded individuals without an ID number, ID copy or ID card. A man suffering from multiple gunshot wounds was prevented from being evacuated by Israeli soldiers, as a result, he died inside the ambulance. A 13-year-old boy also died as a result of Israeli soldiers preventing him from reaching a hospital.",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.4601429368,35.2877427919,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,"12 December 2023: Around 2,500 displaced people sheltering in a hospital were reportedly forced to leave by Israeli soldiers during a siege on the hospital.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,12 December 2023: A hospital was besieged by Israeli forces. ,Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5240854092,34.4434955580,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,"12 December 2023 In Jenin Refugee Camp, PRCS teams were prevented from providing medical assistance to people injured during the on-going military raid on a camp. ",Host Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,32.4601429368,35.2877427919,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,"12 December 2023: In Jabalia Camp, a patient of a NGO besieged hospital was forced to have her leg amputated due to lack of fuel. The facility will reportedly run out of food, medication and fuel in two days.",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-12T00:00:00.000Z,"12 December 2023: Around 70 staff, including the hospital director, were forcibly removed from a besieged hospital and taken to an unknown location. Remaining staff were ordered to collect all patients and carers into one building, where they remain without electricity, water, or food, and evacuate the other buildings. ",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,0,0,0,0,0,70,"Freed, Missing",0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,"11 December 2023: A hospital was surrounded by Israeli tanks trapping patients, including 12 children in the intensive care unit, medical staff and displaced people.",Host Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,"11 December 2023: A hospital's maternity ward was hit by Israeli shelling, killing two women and their two children, and seriously injuring another woman. ",Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.5512203354,34.5088504293,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,"11 December 2023: The PRCS reported continued Israeli artillery shelling near their associationâ€™s headquarters sheltering around 13,000 displaced people.",Host Government: Military,Israeli Defence Forces,Artillery,Compound/Office Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3443365000,34.3095203000,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,"11 December 2023: Two PRCS paramedics were stopped, forced out of the ambulance and beaten by Israeli soldiers after confrontations broke out in the village.",Host Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,0,1,0,2,0,0,null,0,2,0,31.7080219000,35.1356062000,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,11 December 2023: A doctor was shot and injured by an Israeli sniper while he was working.,Host Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,0,0,0,1,0,0,null,0,0,0,31.5128679000,34.4581358000,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,"11 December 2023: In Jabalia Camp, an INGO doctor was shot and injured by an Israeli sniper while at a besieged NGO hospital.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,0,0,0,1,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,11 December 2023: The vicinity of a IO hospital was hit by several airstrikes. ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3517311998,34.2978571539,(2) 25 km Precision 
2023-12-11T00:00:00.000Z,11 December 2023: The vicinity of a hospital was hit by Israeli forces.,Host Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.3478325696,34.2932331562,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,"10 December 2023: In Jabalia Refugee Camp, a paediatric health worker was killed by an Israeli airstrike, along with his wife, children, mother and other family members. ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,"10 December 2023: In Jabalia Refugee Camp, a PRCS team was surrounded by Israeli forces near the vicinity of a UN agency clinic in the camp.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,9,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,"10 December 2023: In Jabalia Refugee Camp, a psychologist, who also worked with the Ministry of Education, his wife and children were killed by Israeli airstrikes.",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.5290924248,34.4840203437,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,10 December 2023: A Red Cross volunteer was killed during Israeli bombing.,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,No Information,0,0,0,0,0,0,0,0,0,0,1,0,0,0,null,0,0,0,31.3443365000,34.3095203000,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,"10 December 2023: The vicinity of a hospital was bombarded for the third consecutive day, impeding the access to health care of dozens of people injured. ",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,0,1,0,0,0,0,null,0,0,0,31.3023150385,34.3195736658,(2) 25 km Precision 
2023-12-10T00:00:00.000Z,"10 December 2023: The vicinity of a hospital was repeatedly bombarded, impeding the access of dozens of casualties.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,1,0,0,0,0,0,0,0,0,0,null,0,0,0,31.4200022681,34.3597412109,(2) 25 km Precision 
2023-12-09T00:00:00.000Z,"09 December 2023: The Director General of Pharmacy at the Ministry of Health, an ambulance driver, and a third person were shot and injured by Israeli forces sniper fire as they attempted to reach the MoHâ€™s warehouses to provide medical supplies to hospital and health facilities in northern Gaza and Gaza city. Two ambulances who arrived at the scene were also bombed.",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Road,0,0,0,0,0,0,3,0,0,0,0,3,0,0,null,0,0,0,31.4432234000,34.3600070000,(2) 25 km Precision 
2023-12-09T00:00:00.000Z,"09 December 2023: In Jabalia Camp, two health workers were reportedly shot and killed by Israeli forces during the continued siege of a NGO hospital.",Host Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,0,0,2,0,0,0,null,0,0,0,31.5338797038,34.5065653360,(2) 25 km Precision 
