name,ein,state,year,revenue,expenses,assetsEnd,liabilitiesEnd
Hebron Fund Inc,112623719,NY,2021,2592849,2262423,1227939,245153
Hebron Fund Inc,112623719,NY,2020,2884214,2616991,834737,196652
Hebron Fund Inc,112623719,NY,2019,2389748,2437441,441213,66178
Hebron Fund Inc,112623719,NY,2018,2259542,2160107,452872,29172
Hebron Fund Inc,112623719,NY,2017,2191859,2114198,334888,10623
Hebron Fund Inc,112623719,NY,2016,1234418,1382714,266798,20194
Hebron Fund Inc,112623719,NY,2015,1840273,2328975,399625,5125
Hebron Fund Inc,112623719,NY,2014,2249980,1627520,888327,5125
Hebron Fund Inc,112623719,NY,2013,2260488,2183009,265867,5125
Hebron Fund Inc,112623719,NY,2012,960496,1026676,188388,5125
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2021,140855420,84592863,532275365,56306968
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2020,107749637,82053990,470295230,56152513
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2019,94207214,85534855,445388280,58673278
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2018,87742757,71958657,442018123,60506146
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2017,95664313,73817124,417551247,56332291
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2016,81112863,66140269,385120940,58468574
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2015,205921292,61533372,369947299,61629872
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2014,73397269,60237753,231801215,58396527
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2013,103460271,47799572,210860142,67776938
Jewish National Fund  Keren Kayemeth Leisrael  Inc,131659627,NY,2012,68266837,44219567,136912441,53175007
Friends Of Ir David Inc,113466176,NY,2021,8657861,9470298,1931131,13287
Friends Of Ir David Inc,113466176,NY,2020,14389629,11594871,2742781,12500
Friends Of Ir David Inc,113466176,NY,2019,29978219,30153809,2184551,0
Friends Of Ir David Inc,113466176,NY,2018,19563196,21279833,2516531,13612
Friends Of Ir David Inc,113466176,NY,2017,10730916,9687068,4244056,24309
Friends Of Ir David Inc,113466176,NY,2016,6166554,7739291,3192082,16349
Friends Of Ir David Inc,113466176,NY,2015,5138788,5775520,4761056,12731
Friends Of Ir David Inc,113466176,NY,2014,12930762,9897636,5400111,16763
Friends Of Ir David Inc,113466176,NY,2013,6551532,3612031,3239734,23966
Friends Of Ir David Inc,113466176,NY,2012,5884950,5828003,302408,27641
American Friends Of Ateret Cohanem Inc,112706563,NY,2021,752526,870662,372407,1211
American Friends Of Ateret Cohanem Inc,112706563,NY,2020,1217549,856794,495757,5214
American Friends Of Ateret Cohanem Inc,112706563,NY,2018,1651645,1101030,574997,0
American Friends Of Ateret Cohanem Inc,112706563,NY,2017,906479,867958,61464,37082
American Friends Of Ateret Cohanem Inc,112706563,NY,2016,799787,764140,29136,39274
American Friends Of Ateret Cohanem Inc,112706563,NY,2015,614350,614597,25125,68910
American Friends Of Ateret Cohanem Inc,112706563,NY,2014,613475,929136,34175,77577
American Friends Of Ateret Cohanem Inc,112706563,NY,2013,1036408,833252,320414,47919
American Friends Of Ateret Cohanem Inc,112706563,NY,2012,966158,888523,107442,38485
American Friends Of Ateret Cohanem Inc,112706563,NY,2011,1208940,1271700,36852,40444
Central Fund Of Israel,132992985,NY,2022,55454981,55173972,25861859,0
Central Fund Of Israel,132992985,NY,2021,48947790,44850305,25580850,0
Central Fund Of Israel,132992985,NY,2020,48219177,42439185,21483365,0
Central Fund Of Israel,132992985,NY,2019,39602245,36651475,15703373,0
Central Fund Of Israel,132992985,NY,2018,31996189,28717857,12752603,0
Central Fund Of Israel,132992985,NY,2017,20289725,18476227,9474271,0
Central Fund Of Israel,132992985,NY,2016,23188118,24839590,7660773,0
Central Fund Of Israel,132992985,NY,2015,25665566,22857379,8320314,0
Central Fund Of Israel,132992985,NY,2014,19681034,18193417,5512127,0
Central Fund Of Israel,132992985,NY,2013,16134210,15817513,4024510,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2021,11909625,14033297,3714986,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2020,12210454,8650963,5838658,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2019,5129809,3430500,2279167,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2018,1998606,1994455,219244,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2017,1013239,799608,215093,0
Jgive Friends Of Asor Fund Usa Inc,810757923,null,2016,0,0,348,0
Birthright Israel Foundation,134092050,NY,2021,44527782,33798127,97221190,2158847
Birthright Israel Foundation,134092050,NY,2020,62541873,37473516,86786716,2040551
Birthright Israel Foundation,134092050,NY,2019,98977700,93996365,64474727,2055715
Birthright Israel Foundation,134092050,NY,2018,121102946,96221875,61152262,3959302
Birthright Israel Foundation,134092050,NY,2017,96908299,93802993,35094701,2722649
Birthright Israel Foundation,134092050,NY,2016,96827173,98592432,31529353,2262607
Birthright Israel Foundation,134092050,NY,2015,83932290,95654760,32621882,1589877
Birthright Israel Foundation,134092050,NY,2014,123559105,95815159,64305847,21551372
Birthright Israel Foundation,134092050,NY,2013,74257356,88026793,16412609,1402080
Birthright Israel Foundation,134092050,NY,2012,101960863,87189303,30000420,1220454
Friends Of The Israel Defense Forces,133156445,NY,2021,87861352,88567512,197064966,22985836
Friends Of The Israel Defense Forces,133156445,NY,2020,60260778,77982677,205518982,35287566
Friends Of The Israel Defense Forces,133156445,NY,2019,87328830,109593070,218832496,17900511
Friends Of The Israel Defense Forces,133156445,NY,2018,132682425,99315325,238648784,19875502
Friends Of The Israel Defense Forces,133156445,NY,2017,122871409,96974455,213323970,22896641
Friends Of The Israel Defense Forces,133156445,NY,2016,111165022,86329678,190307163,22117330
Friends Of The Israel Defense Forces,133156445,NY,2015,96914066,74097654,168621716,28705961
Friends Of The Israel Defense Forces,133156445,NY,2014,102373632,71685180,160010173,37169835
Friends Of The Israel Defense Forces,133156445,NY,2013,73349614,60507994,135512918,39348893
Friends Of The Israel Defense Forces,133156445,NY,2012,68314942,55447699,126649916,39646588
American Friends Of Israeli Navy Seals Inc,205916414,NY,2021,1817855,913445,1164103,32657
American Friends Of Israeli Navy Seals Inc,205916414,NY,2020,911167,993285,238078,11042
American Friends Of Israeli Navy Seals Inc,205916414,NY,2019,742611,806397,319526,10373
American Friends Of Israeli Navy Seals Inc,205916414,NY,2018,748099,602616,372939,0
American Friends Of Israeli Navy Seals Inc,205916414,NY,2017,525147,540442,227456,0
American Friends Of Israeli Navy Seals Inc,205916414,NY,2016,301367,91961,242751,0
American Friends Of Israeli Navy Seals Inc,205916414,NY,2015,48949,38580,33345,0
American Friends Of Israeli Navy Seals Inc,205916414,NY,2014,19486,5041,22976,0
American Friends Of Israeli Navy Seals Inc,205916414,NY,2013,8550,19,8531,0
Gush Etzion Foundation,311558409,MA,2021,241609,237017,19682,0
Gush Etzion Foundation,311558409,MA,2020,178237,184385,15090,0
Gush Etzion Foundation,311558409,MA,2019,386863,397210,21238,0
Gush Etzion Foundation,311558409,MA,2018,401695,406529,31585,0
Gush Etzion Foundation,311558409,MA,2017,486875,500378,36421,0
Gush Etzion Foundation,311558409,MA,2016,733825,736570,49924,0
Gush Etzion Foundation,311558409,MA,2015,450556,427277,52669,0
Gush Etzion Foundation,311558409,MA,2014,450767,431540,29390,0
Gush Etzion Foundation,311558409,MA,2013,558114,593081,10163,0
Gush Etzion Foundation,311558409,MA,2012,419927,426979,45130,0
American Friends Of Ariel Inc,860693163,FL,2021,308869,17899,1478990,672
American Friends Of Ariel Inc,860693163,FL,2020,353248,581828,1188044,1710
American Friends Of Ariel Inc,860693163,FL,2019,1771637,988823,1415359,445
American Friends Of Ariel Inc,860693163,FL,2018,1182692,1587272,635262,335
American Friends Of Ariel Inc,860693163,FL,2017,1421162,1492287,1040628,450
American Friends Of Ariel Inc,860693163,FL,2016,1500620,1662575,1111303,0
American Friends Of Ariel Inc,860693163,FL,2015,1986278,1204193,1273875,616
American Friends Of Ariel Inc,860693163,FL,2014,582972,539489,491357,183
American Friends Of Ariel Inc,860693163,FL,2013,453156,436338,447691,0
American Friends Of Ariel Inc,860693163,FL,2012,1274289,1174271,430873,0
J Street,261507828,DC,2021,2890512,2838948,2688067,654311
J Street,261507828,DC,2020,2609303,2785231,2697773,715581
J Street,261507828,DC,2019,2668699,2830622,2886416,728296
J Street,261507828,DC,2018,2560003,2763809,3013403,693360
J Street,261507828,DC,2017,2522577,2481927,3114433,590584
J Street,261507828,DC,2016,3435803,3338819,2565339,82140
J Street,261507828,DC,2015,3304203,2944238,2439892,53677
J Street,261507828,DC,2014,2418969,2207771,2115080,88830
J Street,261507828,DC,2013,2549935,2482209,1907357,92305
J Street,261507828,DC,2012,2680302,2575231,1830184,82858
J Street Education Fund Inc,202777557,DC,2021,7935376,6084644,4115738,514972
J Street Education Fund Inc,202777557,DC,2020,6161636,5418681,3031080,1281046
J Street Education Fund Inc,202777557,DC,2019,7630127,7449474,2198824,1191745
J Street Education Fund Inc,202777557,DC,2018,7692518,7239109,2951458,2125032
J Street Education Fund Inc,202777557,DC,2017,7087603,7001164,2257717,1884700
J Street Education Fund Inc,202777557,DC,2016,5547730,6029203,2082102,1795524
J Street Education Fund Inc,202777557,DC,2015,10665751,10638775,2517888,1749837
J Street Education Fund Inc,202777557,DC,2014,4955262,4671950,2154758,1413683
J Street Education Fund Inc,202777557,DC,2013,4443632,4635492,1667120,1209357
J Street Education Fund Inc,202777557,DC,2012,4316060,4508334,1345383,695760
One For Israel,611901718,TX,2021,15786263,14295150,5843119,365177
One For Israel,611901718,TX,2020,9548229,6945282,4237921,251092
One For Israel,611901718,TX,2019,4020937,2637055,1648065,264183
One For Israel,611901718,TX,2019,2679837,4303787,0,0
One For Israel,611901718,TX,2018,0,0,1,0
One For Israel,611901718,TX,2017,0,0,1,0
American Israel Public Affairs Committee,530217164,DC,2021,78256627,63521153,179395963,54992127
American Israel Public Affairs Committee,530217164,DC,2020,96590240,92128734,154433955,45051272
American Israel Public Affairs Committee,530217164,DC,2019,133892601,109829047,156925281,53024099
American Israel Public Affairs Committee,530217164,DC,2018,104740110,102398623,128109746,49458057
American Israel Public Affairs Committee,530217164,DC,2017,107755186,99327173,125102348,48271237
American Israel Public Affairs Committee,530217164,DC,2016,105949429,103897542,125934203,56836506
American Israel Public Affairs Committee,530217164,DC,2015,88561639,102306859,115580564,49853508
American Israel Public Affairs Committee,530217164,DC,2014,77709827,69267598,128878738,45569986
American Israel Public Affairs Committee,530217164,DC,2013,51833293,44356570,120632230,46483546
American Israel Public Affairs Committee,530217164,DC,2012,74237179,67978782,109997108,47045330
American Israel Education Foundation Inc,521623781,DC,2021,65043938,41438845,162256798,2727133
American Israel Education Foundation Inc,521623781,DC,2020,60197572,61295487,133292269,1942267
American Israel Education Foundation Inc,521623781,DC,2019,88349547,71339220,130942829,376260
American Israel Education Foundation Inc,521623781,DC,2018,80921137,57243031,113335383,532586
American Israel Education Foundation Inc,521623781,DC,2017,65374873,56112739,88871469,650556
American Israel Education Foundation Inc,521623781,DC,2016,60036469,57117073,86004344,6612288
American Israel Education Foundation Inc,521623781,DC,2015,82530740,50972194,75244908,169617
American Israel Education Foundation Inc,521623781,DC,2014,55234555,50266476,62888505,16979004
American Israel Education Foundation Inc,521623781,DC,2013,43681414,45682256,58064030,17541043
American Israel Education Foundation Inc,521623781,DC,2012,45595806,42549522,56769809,15626341
Cherna Moskowitz Foundation,262547583,FL,2020,0,0,44883705,1
Cherna Moskowitz Foundation,262547583,FL,2019,0,0,47038892,1
Cherna Moskowitz Foundation,262547583,FL,2015,0,0,23220657,0
Cherna Moskowitz Foundation,262547583,FL,2014,0,0,28471912,0
Cherna Moskowitz Foundation,262547583,FL,2013,0,0,35837531,0
Cherna Moskowitz Foundation,262547583,FL,2012,0,0,35417514,0
Cherna Moskowitz Foundation,262547583,FL,2011,0,0,23577690,0
United Israel Appeal Inc,131760102,NY,2021,149023728,157465361,144603297,4004830
United Israel Appeal Inc,131760102,NY,2020,175152985,179930761,162481201,13441101
United Israel Appeal Inc,131760102,NY,2019,168483319,175607790,167915595,14097719
United Israel Appeal Inc,131760102,NY,2018,161647828,171803559,180086164,19143817
United Israel Appeal Inc,131760102,NY,2017,166824172,181010111,195287996,24189918
United Israel Appeal Inc,131760102,NY,2016,185274181,196072164,217561962,32277945
United Israel Appeal Inc,131760102,NY,2015,236223000,222330000,230565000,34483000
United Israel Appeal Inc,131760102,NY,2014,234795000,242006000,225374000,43570000
United Israel Appeal Inc,131760102,NY,2013,193137000,209360000,237867000,50386000
United Israel Appeal Inc,131760102,NY,2012,195920000,207093000,261452000,59412000
Jewish Agency For Israel,237254561,null,2021,776821000,257082000,1055797000,116715000
Jewish Agency For Israel,237254561,null,2020,456443000,314637000,611100000,191757000
Jewish Agency For Israel,237254561,null,2019,367097000,394138000,459493000,181956000
Jewish Agency For Israel,237254561,null,2018,397601000,330346000,456563000,151985000
Jewish Agency For Israel,237254561,null,2017,383901000,363777000,487886000,250563000
Jewish Agency For Israel,237254561,null,2016,381438000,333228000,484115000,266916000
Jewish Agency For Israel,237254561,null,2015,409125000,368004000,490517000,321528000
Jewish Agency For Israel,237254561,null,2014,389028000,413254000,497575000,369707000
Jewish Agency For Israel,237254561,null,2013,462350000,367327000,512466000,360372000
Jewish Agency For Israel,237254561,null,2012,409684000,395501000,470788000,413717000
American Israel Education Foundation Inc,521623781,DC,2021,65043938,41438845,162256798,2727133
American Israel Education Foundation Inc,521623781,DC,2020,60197572,61295487,133292269,1942267
American Israel Education Foundation Inc,521623781,DC,2019,88349547,71339220,130942829,376260
American Israel Education Foundation Inc,521623781,DC,2018,80921137,57243031,113335383,532586
American Israel Education Foundation Inc,521623781,DC,2017,65374873,56112739,88871469,650556
American Israel Education Foundation Inc,521623781,DC,2016,60036469,57117073,86004344,6612288
American Israel Education Foundation Inc,521623781,DC,2015,82530740,50972194,75244908,169617
American Israel Education Foundation Inc,521623781,DC,2014,55234555,50266476,62888505,16979004
American Israel Education Foundation Inc,521623781,DC,2013,43681414,45682256,58064030,17541043
American Israel Education Foundation Inc,521623781,DC,2012,45595806,42549522,56769809,15626341
United Israel Appeal Of Canada Inc,980341969,null,2021,42397130,42356012,41748744,28830491
United Israel Appeal Of Canada Inc,980341969,null,2019,65331751,66624520,44659509,29973879
United Israel Appeal Of Canada Inc,980341969,null,2017,66117326,63526634,60446606,48084751
United Israel Appeal Of Canada Inc,980341969,null,2016,59172311,60364977,28937950,19461235
United Israel Appeal Of Canada Inc,980341969,null,2015,55548288,52614344,32893048,22489174
United Israel Appeal Of Canada Inc,980341969,null,2014,58141677,58440410,43206582,33912908
United Israel Appeal Of Canada Inc,980341969,null,2013,64240342,62377975,34640823,24337884
United Israel Appeal Of Canada Inc,980341969,null,2012,56787698,58244627,38561209,29659415
United Israel Appeal Of Canada Inc,980341969,null,2011,54245721,53460299,40979799,30807910
Jerusalem Foundation,311529945,null,2021,47867000,51191000,119104204,7566774
Jerusalem Foundation,311529945,null,2020,24699000,28393000,115146769,4037920
Jerusalem Foundation,311529945,null,2019,25207000,25798000,111181848,4383867
Jerusalem Foundation,311529945,null,2018,37152768,26844000,103142920,4120452
Jerusalem Foundation,311529945,null,2017,33828656,32649708,99894496,6439604
Jerusalem Foundation,311529945,null,2016,29837593,32418894,118430411,7214842
Jerusalem Foundation,311529945,null,2015,33882593,34956383,125888307,8741206
Jerusalem Foundation,311529945,null,2014,32500708,33253520,125598863,7377972
Jerusalem Foundation,311529945,null,2013,53253301,47876495,128452935,9479232
Jerusalem Foundation,311529945,null,2012,38446816,30760297,122141370,8544473
New Israel Fund,942607722,NY,2021,32414608,34029249,34403912,5526178
New Israel Fund,942607722,NY,2020,49845790,33213805,34542949,4487391
New Israel Fund,942607722,NY,2019,32742100,34285363,15024958,4458919
New Israel Fund,942607722,NY,2018,30818403,31260590,16068650,4424573
New Israel Fund,942607722,NY,2017,29340874,30141533,17032561,4809988
New Israel Fund,942607722,NY,2016,26989373,30634285,18811256,6157159
New Israel Fund,942607722,NY,2015,32851828,30794151,22445634,6347031
New Israel Fund,942607722,NY,2014,29509940,30853234,20668403,6724569
New Israel Fund,942607722,NY,2013,28208112,31947018,20964339,6239506
New Israel Fund,942607722,NY,2012,29702523,33263867,25192433,7642482
Israeli American Council,223951652,CA,2021,11589716,12233315,36464836,3060740
Israeli American Council,223951652,CA,2020,17527897,16472481,37339493,3291798
Israeli American Council,223951652,CA,2019,19230628,18985908,34441715,1461181
Israeli American Council,223951652,CA,2018,18273453,16463760,32801071,962986
Israeli American Council,223951652,CA,2017,19676833,15082616,20675425,15698
Israeli American Council,223951652,CA,2016,19147756,14334363,16080347,14837
Israeli American Council,223951652,CA,2015,17289716,14959392,11320212,68095
Israeli American Council,223951652,CA,2014,10852068,5763189,8961757,39964
Israeli American Council,223951652,CA,2013,5530886,2435634,3863470,30556
Israeli American Council,223951652,CA,2012,3267635,3293005,1063285,325623
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2021,1416068,1382538,866665,0
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2020,1772171,1352670,833135,0
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2019,1711860,1819871,413634,0
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2018,1838191,1805521,521645,0
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2017,1823061,1658624,489672,697
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2016,1496665,1571623,325235,697
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2015,1328808,1030777,400183,687
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2014,1210237,1224889,102122,657
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2013,985120,1239076,116745,628
Research   Eval   Promoting Org Respon & Transparency Report Inc,262971061,PA,2012,1246110,1220592,370682,609
Israel On Campus Coalition,300664947,DC,2021,7364262,7888258,7597236,626646
Israel On Campus Coalition,300664947,DC,2020,9334281,7038239,8368062,875507
Israel On Campus Coalition,300664947,DC,2019,5013929,7503534,5648001,451488
Israel On Campus Coalition,300664947,DC,2018,14081626,9020368,8096270,410152
Israel On Campus Coalition,300664947,DC,2017,4248336,9143818,3384397,752287
Israel On Campus Coalition,300664947,DC,2016,8051537,7068504,8322150,795815
Israel On Campus Coalition,300664947,DC,2015,7735913,3012992,6927821,384844
Israel On Campus Coalition,300664947,DC,2014,2959007,1856099,1948873,128817
Israel On Campus Coalition,300664947,DC,2013,1158638,352430,919715,202567
Israel On Campus Coalition,300664947,DC,2012,1523999,2111958,1838722,104507
Israel Next Generation,830672596,NY,2021,2411689,2371577,1018497,31000
Israel Next Generation,830672596,NY,2020,1017025,1871039,236108,0
Israel Next Generation,830672596,NY,2019,1594067,513897,1090122,0
Israel Next Generation,830672596,NY,2018,212741,202789,9952,0
International Fellowship Of Christians & Jews,363256096,IL,2021,219904132,176771575,124860815,18735562
International Fellowship Of Christians & Jews,363256096,IL,2020,157576361,131647635,78997697,18062432
International Fellowship Of Christians & Jews,363256096,IL,2019,118135872,114888541,53307690,21206250
International Fellowship Of Christians & Jews,363256096,IL,2018,119972709,116658401,46756218,22133118
International Fellowship Of Christians & Jews,363256096,IL,2017,121344142,134425717,44983007,20614998
International Fellowship Of Christians & Jews,363256096,IL,2016,131121389,132119979,49293140,14461607
International Fellowship Of Christians & Jews,363256096,IL,2015,132849397,125276144,51310158,13022132
International Fellowship Of Christians & Jews,363256096,IL,2014,129365212,106830558,43802768,11819939
International Fellowship Of Christians & Jews,363256096,IL,2013,110420710,110320544,25145492,9778886
International Fellowship Of Christians & Jews,363256096,IL,2012,113514939,111025093,23374707,8624800
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2020,0,0,296716008,5332968
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2019,0,0,285459991,6029063
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2015,0,0,257804519,4516057
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2014,0,0,276711594,4376501
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2013,0,0,275145907,8733993
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2012,0,0,251151279,1510003
Max M & Marjorie S Fisher Foundation Inc,381784340,MI,2011,0,0,235216760,5368727
Hillel The Foundation For Jewish Campus Life,521844823,DC,2021,46549759,43342789,58717792,11864771
Hillel The Foundation For Jewish Campus Life,521844823,DC,2020,44989171,47566473,49812183,10387708
Hillel The Foundation For Jewish Campus Life,521844823,DC,2019,51815662,52727645,52957974,10668871
Hillel The Foundation For Jewish Campus Life,521844823,DC,2018,52146630,51316639,53852982,10127513
Hillel The Foundation For Jewish Campus Life,521844823,DC,2017,51272873,44307034,49481977,10863817
Hillel The Foundation For Jewish Campus Life,521844823,DC,2016,35817073,34513235,39741994,9782759
Hillel The Foundation For Jewish Campus Life,521844823,DC,2015,30189331,30695517,39167777,9954687
Hillel The Foundation For Jewish Campus Life,521844823,DC,2014,26128225,25626671,40688198,10631881
Hillel The Foundation For Jewish Campus Life,521844823,DC,2013,27903405,27029698,38889191,10466557
Hillel The Foundation For Jewish Campus Life,521844823,DC,2012,25920017,28272738,38689349,10220947
World Zionist Organization American Section Inc,132686230,NY,2021,6707953,6471990,1145392,860692
World Zionist Organization American Section Inc,132686230,NY,2020,6750632,6731927,1066874,1018137
World Zionist Organization American Section Inc,132686230,NY,2019,7171809,7169924,1220971,1190939
World Zionist Organization American Section Inc,132686230,NY,2018,6754506,6707701,1300866,1272719
World Zionist Organization American Section Inc,132686230,NY,2017,6197390,6264004,912444,931102
World Zionist Organization American Section Inc,132686230,NY,2016,5269122,5400297,783653,735697
World Zionist Organization American Section Inc,132686230,NY,2015,5574141,5429410,1724044,1544913
World Zionist Organization American Section Inc,132686230,NY,2014,6454231,6594831,697548,838148
World Zionist Organization American Section Inc,132686230,NY,2013,8313511,8426376,1336154,1336154
World Zionist Organization American Section Inc,132686230,NY,2012,9452200,9693055,1208532,1208532
Israel Emergency Alliance,10566033,CA,2021,23212771,13815204,25985989,1878491
Israel Emergency Alliance,10566033,CA,2020,17800876,14336913,17419060,1893612
Israel Emergency Alliance,10566033,CA,2019,17848945,13935408,13265730,1058122
Israel Emergency Alliance,10566033,CA,2018,14216002,13133678,9135918,842072
Israel Emergency Alliance,10566033,CA,2017,12204044,12583673,8094399,882904
Israel Emergency Alliance,10566033,CA,2016,11417387,11157449,7849336,713778
Israel Emergency Alliance,10566033,CA,2015,11027836,10620103,7508025,632405
Israel Emergency Alliance,10566033,CA,2014,10021372,8568990,7302369,632335
Israel Emergency Alliance,10566033,CA,2013,7399446,6575103,6403655,836003
Israel Emergency Alliance,10566033,CA,2012,8716377,5756192,6562435,665256
Jewish Agency For Israel North American Council,230053483,NY,2021,23591467,25838103,7297891,888281
Jewish Agency For Israel North American Council,230053483,NY,2020,19338851,19004797,9577200,920954
Jewish Agency For Israel North American Council,230053483,NY,2019,16655737,19655455,8954764,657655
Jewish Agency For Israel North American Council,230053483,NY,2018,25315279,25313934,8928512,4412046
Jewish Agency For Israel North American Council,230053483,NY,2017,15054727,14700866,6372437,1857316
Jewish Agency For Israel North American Council,230053483,NY,2016,15245808,13851885,4777979,616719
Jewish Agency For Israel North American Council,230053483,NY,2015,12535285,18819448,3316293,548956
Jewish Agency For Israel North American Council,230053483,NY,2014,21071608,12420108,9735371,683871
Jewish Agency For Israel North American Council,230053483,NY,2013,13267950,13267950,2107971,1707971
Jewish Agency For Israel North American Council,230053483,NY,2012,12221956,12221956,2539303,2539303
Glory Of Zion International Ministries Inc,752892493,TX,2022,22884653,20875741,19221752,199822
Glory Of Zion International Ministries Inc,752892493,TX,2021,23040615,17835125,19733110,2719129
Glory Of Zion International Ministries Inc,752892493,TX,2020,16820826,17185687,14681565,2873074
Glory Of Zion International Ministries Inc,752892493,TX,2019,14819926,15069596,16516218,4342722
Glory Of Zion International Ministries Inc,752892493,TX,2018,13781664,13217785,16809153,4385986
Glory Of Zion International Ministries Inc,752892493,TX,2017,12625699,11983055,16568402,4709114
Glory Of Zion International Ministries Inc,752892493,TX,2016,11287330,11562959,16321480,5122234
Glory Of Zion International Ministries Inc,752892493,TX,2015,12830526,10935222,16605597,5134845
Glory Of Zion International Ministries Inc,752892493,TX,2014,9655980,9353752,15021364,5447286
Glory Of Zion International Ministries Inc,752892493,TX,2013,10147663,9814000,15086034,5814184
Zionist Organization Of America,135628475,NY,2021,12429362,5341390,47678606,804770
Zionist Organization Of America,135628475,NY,2020,6125271,5296997,42358864,1288662
Zionist Organization Of America,135628475,NY,2019,5234179,6788085,38893101,717943
Zionist Organization Of America,135628475,NY,2018,5761274,7043781,38102335,1756054
Zionist Organization Of America,135628475,NY,2017,5640512,7117973,41251627,1494252
Zionist Organization Of America,135628475,NY,2016,41472586,6294788,42210017,1878590
Zionist Organization Of America,135628475,NY,2015,4846894,6207394,7167802,1971256
Zionist Organization Of America,135628475,NY,2014,4068281,5433364,8056618,1317296
Zionist Organization Of America,135628475,NY,2013,5827253,3909965,9076399,1297338
Zionist Organization Of America,135628475,NY,2012,2489207,3860898,8105044,2264645
Hashomer Hatzair Inc,135653335,NY,2021,660279,570475,255147,101612
Hashomer Hatzair Inc,135653335,NY,2020,184335,226679,231994,168263
Hashomer Hatzair Inc,135653335,NY,2019,571506,497624,193050,86975
Hashomer Hatzair Inc,135653335,NY,2018,546725,554835,52883,60339
Hashomer Hatzair Inc,135653335,NY,2017,625685,625663,88011,87357
Hashomer Hatzair Inc,135653335,NY,2016,491385,525666,72606,71974
Hashomer Hatzair Inc,135653335,NY,2015,537940,588667,142569,107656
Hashomer Hatzair Inc,135653335,NY,2014,669071,762043,184187,98547
Hashomer Hatzair Inc,135653335,NY,2013,797820,734531,230259,51647
Hashomer Hatzair Inc,135653335,NY,2012,731677,718614,152570,37247
Impactisrael Inc,223090463,MA,2021,9440610,10037703,24207913,521852
Impactisrael Inc,223090463,MA,2020,7249147,9614144,23992431,621359
Impactisrael Inc,223090463,MA,2019,9199803,9652287,24595558,12602
Impactisrael Inc,223090463,MA,2018,7987706,9342488,23344338,2195
Impactisrael Inc,223090463,MA,2017,11232846,8205649,25911191,108047
Impactisrael Inc,223090463,MA,2016,7672163,6954980,21616564,43804
Impactisrael Inc,223090463,MA,2015,8702434,8484106,20377301,14477
Impactisrael Inc,223090463,MA,2014,7460403,8693854,21430288,28373
Impactisrael Inc,223090463,MA,2013,9454068,10848194,22007829,45358
Impactisrael Inc,223090463,MA,2012,7950958,8887216,22203519,1538
Onward Israel Internships And Opportunities Ltd,981361711,NY,2021,11379184,11405294,897895,169307
Onward Israel Internships And Opportunities Ltd,981361711,NY,2020,3764395,4175634,333857,248607
Onward Israel Internships And Opportunities Ltd,981361711,NY,2019,12535347,13419993,1648823,1280250
Onward Israel Internships And Opportunities Ltd,981361711,NY,2018,10601592,12061869,722621,421672
Onward Israel Internships And Opportunities Ltd,981361711,NY,2017,8950306,9839447,1127142,586900
Onward Israel Internships And Opportunities Ltd,981361711,NY,2016,1388571,163396,1743426,177208
Israeli American Council,223951652,CA,2021,11589716,12233315,36464836,3060740
Israeli American Council,223951652,CA,2020,17527897,16472481,37339493,3291798
Israeli American Council,223951652,CA,2019,19230628,18985908,34441715,1461181
Israeli American Council,223951652,CA,2018,18273453,16463760,32801071,962986
Israeli American Council,223951652,CA,2017,19676833,15082616,20675425,15698
Israeli American Council,223951652,CA,2016,19147756,14334363,16080347,14837
